ACARA ID,School Name,Suburb,Postcode,Type,Geolocation,Latitude,Longitude,BE Score,% of exams sat that received DA,HSC Students,Exams Sat,DA,Sector,Campus Type,Governing Body,Year Range,ICSEA,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English (%)
43771,Summerland Christian College,Goonellabah,2480,Combined,Inner Regional,-28.806,153.351,86,,,,,Independent,School Single Entity,Christian Schools Australia,K-12,1043,13,27,32,27,38,31.9,25,15.9,476,241,235,476,8,4
43772,Central Coast Steiner School,Fountaindale,2258,Combined,Major Cities,-33.3351,151.404,93,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-10,1079,7,20,36,37,22,18.8,21,11.7,278,165,113,278,2,19
43774,Wagga Wagga Christian College,Wagga Wagga,2650,Combined,Inner Regional,-35.1344,147.389,83,0.045,9,202,38,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1028,22,26,29,23,46,40.4,29,17,566,284,282,565.5,6,17
43777,Moama Anglican Grammar School,Moama,2731,Combined,Inner Regional,-36.1012,144.749,89,0.09,31,343,62,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1066,8,28,38,27,68,64.5,31,22.3,686,375,311,686,1,3
43778,Blue Hills College,Goonellabah,2480,Combined,Inner Regional,-28.8247,153.355,76,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,994,32,33,22,14,22,17.1,6,4.3,204,82,122,204,8,8
43779,Cape Byron Rudolf Steiner School,Byron Bay,2481,Combined,Inner Regional,-28.6552,153.567,83,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1063,12,25,32,31,38,29.2,21,13.3,370,204,166,370,2,58
43780,Aetaomah School,Terragon,2484,Combined,Inner Regional,-28.4591,153.27,,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-7,1021,26,27,29,18,9,6.1,2,0.8,61,30,31,61,2,3
43781,Linuwel School Ltd,East Maitland,2323,Combined,Major Cities,-32.7367,151.601,81,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1068,9,25,32,33,25,17.6,19,9.6,244,130,114,244,6,9
43782,Unity Grammar College,Austral,2179,Combined,Major Cities,-33.945,150.803,80,0.071,16,225,46,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1033,22,29,30,19,74,69.3,24,19.9,962,500,462,962,0,92
43783,Tyndale Christian School,Blacktown,2148,Combined,Major Cities,-33.7832,150.886,87,0.065,20,306,59,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1064,15,24,31,30,76,67.2,54,38.1,867,442,425,866.5,1,36
43785,Sydney Grammar School,Darlinghurst,2010,Secondary,Major Cities,-33.875,151.213,100,0.613,714,1165,184,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1278,0,0,2,97,263,200.5,97,84.4,1860,0,1860,1860,0,33
43787,Orange Anglican Grammar School,Orange,2800,Combined,Inner Regional,-33.2586,149.073,87,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1078,8,20,32,41,33,30.4,10,9.6,409,198,211,409,2,5
43788,Illawarra Christian School,Cordeaux Heights,2526,Combined,Major Cities,-34.4434,150.83,94,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1091,9,14,32,45,58,48.1,26,14,582,305,277,582,2,21
43790,Moree Christian School,Moree,2400,Combined,Outer Regional,-29.4827,149.837,77,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-10,995,26,30,26,19,14,8.8,7,5.6,99,56,43,99,15,11
43792,Shire Christian School,Barden Ridge,2234,Combined,Major Cities,-34.0363,151.009,91,0.154,50,325,55,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1108,4,17,32,47,72,62.2,40,28.1,841,405,436,841,0,6
43793,St Philip's Christian College - Cessnock,Nulkaba,2325,Combined,Major Cities,-32.7942,151.35105,78,0.013,3,231,44,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1016,21,33,30,17,92,85.9,44,34.7,1033,519,514,1032.4,9,5
43795,Queenwood,Mosman,2088,Combined,Major Cities,-33.8238,151.248,99,,,,,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,,,,,,118,105,91,49.1,896,896,0,896,0,1
43797,The Riverina Anglican College,Wagga Wagga,2650,Secondary,Inner Regional,-35.0688,147.375,92,0.049,25,512,91,Independent,School Single Entity,Association of Independent Schools of New South Wales,7-Dec,1095,4,18,35,43,65,61.1,26,23.3,709,335,374,709,2,11
43801,Tweed Valley Adventist College,Murwillumbah,2484,Combined,Major Cities,-28.3301,153.373,82,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1047,20,26,30,24,23,20.8,16,9.1,224,103,121,223.5,0,0
43802,The McDonald College,North Strathfield,2137,Combined,Major Cities,-33.8634,151.088,93,0.2,34,170,33,Independent,School Single Entity,Association of Independent Schools of New South Wales,3-Dec,1095,6,17,33,44,37,28.9,17,12.8,303,179,124,303,1,20
43803,Scone Grammar School,Scone,2337,Combined,Inner Regional,-32.0511,150.864,85,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1027,14,30,33,24,47,41.1,18,12,518,284,234,518,3,7
43805,Kempsey Adventist School,Kempsey,2440,Combined,Inner Regional,-31.1036,152.842,73,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,948,38,33,22,8,44,40.2,26,17.4,524,265,259,524,20,1
43806,Emmanuel Anglican College,Ballina,2478,Combined,Inner Regional,-28.862,153.53,95,0.019,3,156,30,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1110,5,13,29,52,53,47.3,28,23,678,335,343,677.5,3,5
43807,St Narsai Assyrian Christian College,Horsley Park,2175,Secondary,Major Cities,-33.8436,150.83,73,0.021,11,519,101,Independent,School Single Entity,Association of Independent Schools of New South Wales,7-Dec,936,61,24,12,3,49,46.3,21,15.3,655,357,298,655,0,99
43808,Bhaktivedanta Swami Gurukula School,Eungella,2484,Combined,Inner Regional,-28.358,153.323,82,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1051,9,29,34,28,15,11.6,10,5.3,116,60,56,116,9,20
43809,Wollemi College,Werrington,2747,Combined,Major Cities,-33.7645,150.756,96,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,7-Dec,1089,10,18,31,41,21,17,9,4.3,183,0,183,183,1,42
43810,Rainbow Ridge School for Steiner Education,Lillian Rock,2480,Combined,Inner Regional,-28.5377,153.167,Not Rated,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-8,1051,11,27,36,25,12,8.4,15,7,97,53,44,97,3,10
43811,St Paul's College,Walla Walla,2659,Secondary,Inner Regional,-35.7554,146.908,77,0.005,1,196,31,Independent,School Head Campus,Lutheran Education South Eastern Region,7-Dec,1026,18,35,32,15,29,25.2,20,13.3,262,141,121,262,5,3
43812,Glenaeon Rudolf Steiner School,Middle Cove,2068,Combined,Major Cities,-33.7915,151.209,97,,,,,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1140,1,5,27,66,56,48.8,31,19.6,411,196,215,411,0,29
43814,Penrith Christian School,Orchard Hills,2748,Combined,Major Cities,-33.7849,150.709,87,0.023,5,222,43,Independent,School Single Entity,Christian Schools Australia,K-12,1039,18,30,32,20,66,60.6,33,25.1,745,370,375,745,3,11
43820,Macquarie Anglican Grammar School,Dubbo,2830,Combined,Inner Regional,-32.2499,148.576,90,,,,,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1078,8,18,32,42,46,42.3,17,12.2,525,251,274,525,6,5
43821,The Scots College,Bellevue Hill,2023,Combined,Major Cities,-33.8751,151.254,97,0.238,258,1086,180,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1110,4,16,35,46,237,223,144,123.2,1967,0,1967,1967,1,18
43824,Norwest Christian College,Riverstone,2765,Combined,Major Cities,-33.6777,150.874,90,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1085,9,20,34,37,58,51.2,39,30.8,682,328,354,682,0,25
43827,Green Valley Islamic College,Green Valley,2168,Combined,Major Cities,-33.8982,150.867,90,0.121,25,207,41,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1029,24,30,29,17,67,66.4,11,9.8,913,474,439,913,0,99
43830,Manning Valley Anglican College,Cundletown,2430,Combined,Inner Regional,-31.9039,152.523,80,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,981,35,36,22,7,35,32,14,10.3,384,191,193,383.5,7,6
43831,Charlton Christian College,Fassifern,2283,Combined,Major Cities,-32.9899,151.583,85,0.07,33,469,90,Independent,School Single Entity,Christian Schools Australia,K-12,1061,11,28,34,27,50,43.9,46,23.2,619,320,299,619,3,4
43832,Chrysalis School for Rudolf Steiner Education,Thora,2454,Combined,Outer Regional,-30.4354,152.723,Not Rated,,,,,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-8,1070,8,20,35,37,17,13.2,33,17.1,183,86,97,183,4,12
43835,Nowra Anglican College,Bomaderry,2541,Combined,Inner Regional,-34.8573,150.6,91,0.052,15,289,51,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1077,9,20,35,36,78,69,26,19.5,913,484,429,912.5,4,8
43836,The Hills Grammar School,Kenthurst,2156,Combined,Major Cities,-33.6858,151.013,97,0.184,80,434,74,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1133,2,10,27,61,94,85.4,78,62.5,899,383,516,899,0,39
43838,Barker College,Hornsby,2077,Secondary,Major Cities,-33.7092,151.099,98,0.267,517,1940,354,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1177,1,4,17,79,236,222.1,220,194.1,2210,423,1787,2210,1,25
43839,Kesser Torah College,Dover Heights,2030,Combined,Major Cities,-33.8723,151.283,92,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1081,8,23,32,36,36,28.8,20,12.9,335,178,157,335,0,24
43840,Tara Anglican School for Girls,North Parramatta,2151,Combined,Major Cities,-33.7889,151.017,99,0.296,120,405,66,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1144,1,6,20,73,85,77.9,76,60.1,714,714,0,714,0,52
43841,St Andrew's Cathedral School,Sydney,2000,Combined,Major Cities,-33.8738,151.206,95,0.192,116,604,107,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1167,1,4,18,77,167,147.8,86,66,1313,498,815,1311.1,2,27
43842,The Armidale School,Armidale,2350,Combined,Inner Regional,-30.52,151.673,92,0.082,36,437,79,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1090,6,15,32,47,62,57.3,73,62.2,618,170,448,618,4,8
43843,Thomas Hassall Anglican College,Middleton Grange,2171,Combined,Major Cities,-33.9187,150.84,89,0.141,86,610,115,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1073,10,24,35,31,124,114.1,51,44,1621,774,847,1621,0,36
43844,Kinross Wolaroi School,Orange,2800,Combined,Inner Regional,-33.291,149.113,93,0.123,91,738,130,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1108,5,15,30,50,119,114.3,111,95.4,1081,546,535,1081,2,3
43845,Avondale School,Cooranbong,2265,Combined,Major Cities,-33.0632,151.465,88,0.041,8,195,36,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1050,14,27,36,23,68,64.8,31,22.3,863,444,419,863,2,3
43846,Pymble Ladies' College,Pymble,2073,Combined,Major Cities,-33.7473,151.134,99,0.338,518,1532,276,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1182,1,3,15,81,224,206.4,150,125.4,2273,2273,0,2272.6,1,44
43847,Macquarie College,Wallsend,2287,Combined,Major Cities,-32.92235,151.652,95,0.079,22,279,53,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1114,5,15,27,52,70,64.7,25,19.6,798,395,403,797.4,2,13
43848,Christadelphian Heritage College Sydney,Kemps Creek,2178,Combined,Major Cities,-33.88356,150.791,85,0.07,33,469,90,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1018,23,37,30,10,24,19.1,12,7.9,245,123,122,245,1,25
43849,Scots All Saints College,Bathurst,2795,Combined,Inner Regional,-33.4312,149.616,,0.044,17,384,74,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1063,10,20,30,39,71,65.9,63,53,675,327,348,675,2,6
43851,Snowy Mountains Grammar School,Jindabyne,2627,Combined,Outer Regional,-36.4151,148.609,91,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1102,5,17,34,44,33,27.7,16,12.8,283,133,150,283,0,3
43854,Redeemer Baptist School,North Parramatta,2151,Combined,Major Cities,-33.7936,151.017,99,,,,,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1127,5,9,26,60,57,44.4,31,17.2,468,202,266,468,1,85
43855,Newcastle Grammar School,The Hill,2300,Combined,Major Cities,-32.9299,151.78,97,0.268,121,451,74,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1148,2,7,21,70,95,88,47,40,859,430,429,859,1,11
43858,St Spyridon College,Maroubra,2035,Secondary,Major Cities,-33.955,151.244,94,0.168,64,381,71,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1096,4,21,35,40,77,71.2,17,13.5,783,372,411,783,0,82
43859,Masada College,St Ives,2075,Combined,Major Cities,-33.7298,151.167,94,0.309,91,295,55,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1142,1,7,26,67,62,54.7,36,23.9,479,186,293,478,0,34
43860,Toongabbie Christian College,Toongabbie,2146,Combined,Major Cities,-33.7894,150.943,91,0.065,27,414,76,Independent,School Single Entity,Christian Schools Australia,K-12,1094,8,19,32,41,85,76.8,40,30.1,973,501,472,973,1,42
43861,Northholm Grammar School,Arcadia,2159,Combined,Inner Regional,-33.6045,151.054,91,0.148,31,209,42,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1113,3,12,36,48,50,44.6,33,22.5,401,172,229,399.5,0,5
43863,Roseville College,Roseville,2069,Combined,Major Cities,-33.7852,151.18,98,0.295,176,596,103,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1195,0,3,12,85,110,98.5,45,37.1,973,973,0,973,0,18
43864,Mount Annan Christian College,Mount Annan,2567,Combined,Major Cities,-34.048,150.777,83,0.131,20,153,29,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1043,13,33,37,18,40,38.9,23,17.2,454,221,233,454,2,19
43865,Carinya Christian School Gunnedah,Gunnedah,2380,Combined,Outer Regional,-30.9789,150.255,Not Rated,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-7,1000,25,31,26,18,13,10.9,8,4.1,155,74,81,155,14,10
43866,Carinya Christian School Tamworth,Tamworth,2340,Combined,Inner Regional,-31.1288,150.94,88,0.037,11,299,59,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1035,15,29,29,26,63,55,26,20.3,722,378,344,722,10,10
43867,St Bishoy Coptic Orthodox College,Mount Druitt,2770,Combined,Major Cities,-33.7626,150.829,79,,,,,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1004,31,33,28,8,29,26.5,10,7,340,169,171,340,0,96
43868,Wenona School,North Sydney,2060,Combined,Major Cities,-33.8341,151.21,98,0.366,237,647,111,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1168,3,7,17,73,111,105.4,80,72.5,1138,1138,0,1138,0,4
43873,Cedars Christian College,Farmborough Heights,2526,Combined,Major Cities,-34.4555,150.829,94,0.01,2,207,41,Independent,School Single Entity,Christian Schools Australia,K-12,1065,10,23,39,28,57,47.4,35,24.3,627,331,296,626.5,2,21
43874,Georges River Grammar,Georges Hall,2198,Combined,Major Cities,-33.9134,150.983,94,0.091,36,397,72,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1081,5,16,36,43,79,71.8,37,23.7,931,431,500,930.6,1,56
43875,SCECGS Redlands,Cremorne,2090,Combined,Major Cities,-33.8322,151.227,98,,,,,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1194,0,2,14,84,168,157,121,103.3,1600,806,794,1600,0,13
43876,Central Coast Adventist School,Erina,2250,Combined,Major Cities,-33.4363,151.39,87,0.042,16,385,74,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1086,7,18,34,41,78,73.3,37,25.8,957,498,459,957,1,4
43877,Newington College,Stanmore,2048,Secondary,Major Cities,-33.8977,151.163,97,0.093,88,942,162,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1138,2,11,28,58,192,179.1,112,102.5,2015,0,2015,2015,0,22
43878,SHORE - Sydney Church of England Grammar School,North Sydney,2060,Secondary,Major Cities,-33.8399,151.205,98,0.305,340,1115,200,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1177,1,3,17,79,182,169.9,105,94.6,1641,17,1624,1641,1,8
43879,Sapphire Coast Anglican College,Bega,2550,Combined,Outer Regional,-36.7012,149.839,80,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1032,18,31,30,21,34,28.3,16,8,296,165,131,296,2,0
43880,New England Girls' School,Armidale,2350,Combined,Inner Regional,-30.5193,151.64,82,0.037,6,164,32,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1037,15,29,31,25,36,31.5,24,16.9,261,240,21,261,8,3
43883,The King's School,North Parramatta,2151,Combined,Major Cities,-33.7886,151.026,98,0.233,233,1001,183,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1155,1,7,25,68,176,167.3,137,121.8,1772,0,1772,1772,0,41
43887,St Columba Anglican School,Port Macquarie,2444,Combined,Inner Regional,-31.4632,152.878,94,0.148,67,453,79,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1102,4,16,32,48,99,93.2,36,32,1157,583,574,1157,4,11
43889,St Philip's Christian College - Port Stephens,Salamander Bay,2317,Combined,Inner Regional,-32.7383,152.11,86,0.027,7,262,49,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1068,11,23,32,33,65,60.2,30,21.5,717,343,374,717,3,3
43890,Oxley College,Burradoo,2576,Combined,Inner Regional,-34.4981,150.392,94,0.273,107,392,67,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1143,1,8,25,65,69,62,34,27.4,704,364,340,704,1,8
43891,William Clarke College,Kellyville,2155,Combined,Major Cities,-33.7121,150.976,97,0.167,147,882,164,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1119,3,14,32,51,137,121.9,78,70.5,1566,781,785,1566,0,31
43892,Wollondilly Anglican College,Tahmoor,2573,Combined,Inner Regional,-34.2279,150.591,89,0.05,16,322,59,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1060,12,25,34,30,70,67.7,25,21.6,987,553,434,987,2,4
43894,Nepean Christian School,Mulgoa,2745,Combined,Major Cities,-33.8296,150.655,87,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,,,,,,37,33.6,21,15.5,461,217,244,461,2,0
43897,Mountain View Adventist College,Doonside,2767,Combined,Major Cities,-33.7685,150.872,77,0.004,1,232,43,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1015,27,29,28,16,46,44.1,33,22.1,672,339,333,672,3,60
43898,Medowie Christian School,Medowie,2318,Combined,Inner Regional,-32.7376,151.85,85,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1012,26,32,27,15,43,38.8,28,18.5,451,209,242,451,5,6
43900,Korowal School,Hazelbrook,2779,Combined,Major Cities,-33.71135,150.448,82,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1075,8,21,35,36,27,22.1,16,9.8,225,102,123,225,4,8
43901,Shellharbour Anglican College,Dunmore,2529,Combined,Inner Regional,-34.594,150.848,93,0.111,20,181,31,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1100,6,17,32,44,54,49.6,14,12.6,667,329,338,667,0,10
43903,Richmond Christian College,Ballina,2478,Combined,Inner Regional,-28.8478,153.545,Not Rated,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1040,17,26,34,23,22,18.8,8,5.9,218,123,95,218,5,11
43904,Trinity Anglican College - Albury,Thurgoona,2640,Combined,Inner Regional,-36.0312,146.985,88,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1136,1,2,25,71,76,67.8,39,35.8,1122,596,526,1122,2,2
43913,Meriden School,Strathfield,2135,Combined,Major Cities,-33.8743,151.09,99,0.428,338,789,134,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1171,1,5,18,76,140,130.7,91,73.7,1276,1276,0,1276,1,73
43914,Danebank - An Anglican School for Girls,Hurstville,2220,Combined,Major Cities,-33.9612,151.102,96,0.311,165,530,87,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1138,2,8,27,63,99,83.9,61,41.4,931,931,0,931,0,47
43915,Frensham School,Mittagong,2575,Secondary,Inner Regional,-34.4545,150.452,95,0.293,103,351,65,Independent,School Single Entity,Australian Council for Private Education and Training,7-Dec,1149,1,7,26,66,43,38.4,23,19.2,351,351,0,351,1,3
43918,Yanginanook School,Belrose,2085,Combined,Major Cities,-33.7124,151.214,,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-7,1087,13,15,24,49,6,3.3,3,1,37,23,14,37,8,13
43919,Al Amanah College,Liverpool,2170,Combined,Major Cities,-33.929,150.922,79,0.08,8,100,20,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1013,31,26,27,16,74,69.7,24,21.8,890,435,455,890,0,97
43920,Kambala,Rose Bay,2029,Combined,Major Cities,-33.8656,151.272,99,0.428,192,449,76,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1140,1,3,16,80,121,109.6,83,63.7,972,972,0,972,1,6
43923,The Scots School Albury,Albury,2640,Combined,Inner Regional,-36.0729,146.927,95,0.104,25,240,43,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1135,3,9,26,62,54,47.6,36,28.9,437,224,213,436.9,0,10
43924,Southern Highlands Christian School,Bowral,2576,Combined,Inner Regional,-34.5037,150.44,86,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1061,13,28,31,28,37,30.3,16,12,363,179,184,362.1,2,6
43926,St Euphemia College,Bankstown,2200,Combined,Major Cities,-33.9187,151.039,86,0.169,43,255,48,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,,,,,,62,53.9,11,8.8,600,286,314,600,0,19
43928,St George Christian School,Hurstville,2220,Combined,Major Cities,-33.9723,151.111,96,,,,,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1143,1,10,25,63,84,66.9,46,31.3,785,338,447,785,1,39
43929,William Carey Christian School,Prestons,2170,Combined,Major Cities,-33.949,150.851,92,0.102,49,482,88,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1090,7,19,33,40,111,98.2,76,51.4,1139,553,586,1139,1,55
43931,St Philip's Christian College - Waratah,Waratah,2298,Combined,Major Cities,-32.9042,151.723,92,0.1,40,402,71,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1111,3,12,30,54,111,96.2,61,39.1,1304,640,664,1304,1,7
43934,International Grammar School,Ultimo,2007,Combined,Major Cities,-33.8817,151.195,96,0.241,134,555,99,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1167,1,5,18,76,114,107,43,37.6,1186,544,642,1186,2,33
43935,Wyong Christian Community School,Wyong,2259,Combined,Major Cities,-33.2775,151.415,85,0.047,9,192,36,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1046,16,29,32,23,58,53.9,28,21.3,736,379,357,736,1,4
43936,Macarthur Adventist College,Macquarie Fields,2564,Combined,Major Cities,-33.9835,150.885,77,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1018,24,30,30,16,47,41.2,20,13.4,608,301,307,608,5,76
43937,Australian Islamic College of Sydney,Mount Druitt,2770,Combined,Major Cities,-33.759,150.83,91,0.038,7,186,37,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1046,23,20,29,27,78,75.7,17,17,1182,585,597,1182,0,98
43938,Penrith Anglican College,Orchard Hills,2748,Combined,Major Cities,-33.79538,150.7075,93,0.059,19,321,62,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1095,5,19,34,42,90,83,39,32.5,971,457,514,971,2,14
43939,Ravenswood School for Girls,Gordon,2072,Combined,Major Cities,-33.76,151.156,98,0.269,163,607,101,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1177,0,4,17,79,158,144,91,78.3,1268,1268,0,1268,0,26
43940,"Australian International Academy, Sydney, Strathfield Campus",Strathfield,2135,Combined,Major Cities,-33.8929,151.089,86,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1083,12,18,30,40,43,42.3,10,10,452,207,245,452,0,100
43941,SCEGGS Darlinghurst,Darlinghurst,2010,Combined,Major Cities,-33.876,151.219,99,0.408,270,662,110,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1207,1,1,10,88,129,116.3,59,52.9,930,930,0,930,1,16
43944,The Illawarra Grammar School,Wollongong West,2500,Combined,Major Cities,-34.4281,150.871,95,0.049,19,389,73,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1156,2,7,20,71,97,89.5,48,43.1,777,371,406,777,2,19
43945,Central Coast Grammar School,Erina Heights,2260,Combined,Major Cities,-33.4257,151.399,97,0.166,100,604,103,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1151,2,8,24,66,119,112.8,60,49.7,1282,640,642,1281.2,1,14
43946,Al Zahra College,Arncliffe,2205,Combined,Major Cities,-33.9337,151.148,84,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1014,29,31,25,15,47,43.1,8,6.3,472,243,229,472,0,91
43947,Wycliffe Christian School,Warrimoo,2774,Combined,Major Cities,-33.7207,150.615,90,,,,,Independent,School Single Entity,Christian Education National,K-12,1117,3,12,34,51,36,29.1,17,10,328,142,186,328,0,2
43949,Macarthur Anglican School,Cobbitty,2570,Combined,Major Cities,-34.0138,150.719,97,0.258,94,364,62,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1118,5,11,31,53,79,72.4,44,31.8,848,438,410,848,1,21
43950,Rissalah College,Lakemba,2195,Combined,Major Cities,-33.9148,151.073,,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,1044,19,25,35,21,29,28.6,20,18.1,542,279,263,542,0,98
43951,Heritage College Lake Macquarie,Morisset,2264,Combined,Major Cities,-33.09854,151.50746,85,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1011,25,39,27,10,26,20,9,5.1,253,114,139,253,4,0
43952,Al-Faisal College,Auburn,2144,Combined,Major Cities,-33.8548,151.032,97,0.375,212,565,114,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1056,18,23,30,29,146,140.8,30,28,2200,1148,1052,2200,0,93
43953,Ascham School,Edgecliff,2027,Combined,Major Cities,-33.8787,151.237,98,0.37,233,629,116,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1135,2,11,31,55,143,127.1,99,84.1,1181,1181,0,1181,1,15
43954,St Peter's Anglican College - Broulee,Broulee,2537,Combined,Inner Regional,-35.844,150.17,90,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1067,9,27,34,31,38,31.6,15,10.7,365,174,191,365,2,3
