Code,School Name,Street,Suburb,State,Postcode,Postal Street,Postal Suburb,Postal State,Postal Postcode,Latitude,Longitude,Phone,Education Region,Broad Classification,Classification Group,Low Year,High Year,KIN,PPR,Y01,Y02,Y03,Y04,Y05,Y06,UPR,Y07,Y08,Y09,Y10,Y11,Y12,USE,Total Students,BE Score,ICSEA
5113,SOUTH COOGEE PRIMARY SCHOOL,40 IVANKOVICH AVENUE,BEELIAR,WA,6164,40 IVANKOVICH AVENUE,BEELIAR,WA,6164,-32.12961319,115.7973328,08 6174 1500,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,76,53,78,56,47,63,52,56,,,,,,,,,481,74,1007
5807,SOUTH HALLS HEAD PRIMARY SCHOOL,38 KARON VISTA,HALLS HEAD,WA,6210,38 KARON VISTA,HALLS HEAD,WA,6210,-32.56442979,115.6786312,08 9584 6200,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,79,84,56,83,74,82,76,78,,,,,,,,,612,92,1027
5553,SOUTH HEDLAND PRIMARY SCHOOL,WEAVER PLACE,SOUTH HEDLAND,WA,6722,WEAVER PLACE,SOUTH HEDLAND,WA,6722,-20.40164145,118.6018711,08 9172 7272,PILBARA,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,32,39,29,44,24,24,26,38,,,,,,,,,256,68,762
5235,SOUTH KALGOORLIE PRIMARY SCHOOL,LIONEL STREET,KALGOORLIE,WA,6430,PO BOX 1671,KALGOORLIE PO,WA,6433,-30.76244847,121.476861,08 9092 5800,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,43,35,31,37,57,51,50,,,,,,,,,344,69,910
5680,SOUTH LAKE PRIMARY SCHOOL,62 MASON COURT,SOUTH LAKE,WA,6164,62 MASON COURT,SOUTH LAKE,WA,6164,-32.10593471,115.8345008,08 9395 3400,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,28,41,29,40,32,38,37,31,,,,,,,,,276,69,936
5593,SOUTH NEWMAN PRIMARY SCHOOL,GREGORY AVENUE,NEWMAN,WA,6753,PO BOX 61,NEWMAN,WA,6753,-23.363209,119.73407,08 9154 3950,PILBARA,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,58,43,60,50,54,49,55,39,,,,,,,,,408,77,942
5700,SOUTH PADBURY PRIMARY SCHOOL,56 WARBURTON AVENUE,PADBURY,WA,6025,56 WARBURTON AVENUE,PADBURY,WA,6025,-31.81230095,115.7644063,08 9307 5833,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,45,47,47,52,50,56,59,46,,,,,,,,,402,87,1053
5374,SOUTH PERTH PRIMARY SCHOOL,51 FORREST STREET,SOUTH PERTH,WA,6151,51 FORREST STREET,SOUTH PERTH,WA,6151,-31.9812379,115.8593816,08 9367 2652,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,57,55,46,46,35,28,47,,,,,,,,,354,94,1135
5423,SOUTH STIRLING PRIMARY SCHOOL,SOUTH STIRLING ROAD,SOUTH STIRLING,WA,6324,5 STIRLING SCHOOL ROAD,VIA MANYPEAKS,WA,6328,-34.57914966,118.210334,08 9854 3037,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,1,3,3,4,3,2,2,4,,,,,,,,,22,Not Rated,1024
5590,SOUTH THORNLIE PRIMARY SCHOOL,4-6 OVENS ROAD,SOUTH THORNLIE,WA,6108,4-6 OVENS ROAD,SOUTH THORNLIE,WA,6108,-32.06627622,115.959641,08 9232 3600,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,59,52,55,54,62,57,49,59,,,,,,,,,447,87,1006
1454,SOUTH WEST JOHN CALVIN CHRISTIAN COLLEGE,2 WIDDESON ROAD,CAPEL,WA,6271,2 WIDDESON ROAD,CAPEL,WA,6271,-33.54326,115.565416,08 9726 2038,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,5,5,13,6,7,8,6,13,,7,11,7,4,,,,92,Not Rated,
5856,SOUTHERN GROVE PRIMARY SCHOOL,34 LOCKWAY STREET,SOUTHERN RIVER,WA,6110,34 LOCKWAY STREET,SOUTHERN RIVER,WA,6110,-32.099314,115.959204,08 9234 7700,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,93,99,72,58,28,26,19,21,,,,,,,,,416,85,1049
1279,SOUTHERN HILLS CHRISTIAN COLLEGE,86 ADMIRAL ROAD,BEDFORDALE,WA,6112,86 ADMIRAL ROAD,BEDFORDALE,WA,6112,-32.1816559,116.0483177,08 9497 1751,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,46,16,20,23,27,22,19,21,,34,20,22,21,30,17,,338,86,1038
5568,SOUTHWELL PRIMARY SCHOOL,26 GRANDPRE CRESCENT,HAMILTON HILL,WA,6163,26 GRANDPRE CRESCENT,HAMILTON HILL,WA,6163,-32.09025841,115.7850833,08 9236 9400,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,8,12,15,11,8,10,8,4,,,,,,,,,76,68,812
5673,SPEARWOOD ALTERNATIVE SCHOOL,370 ROCKINGHAM ROAD,SPEARWOOD,WA,6163,370 ROCKINGHAM ROAD,SPEARWOOD,WA,6163,-32.10779115,115.7843999,08 9414 2000,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,10,13,10,13,10,14,13,11,,,,,,,,,94,91,1115
5421,SPEARWOOD PRIMARY SCHOOL,73 GERALD STREET,SPEARWOOD,WA,6163,73 GERALD STREET,SPEARWOOD,WA,6163,-32.10148403,115.7865958,08 9414 2300,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,17,14,21,13,6,14,11,16,,,,,,,,,112,75,961
5422,SPENCER PARK PRIMARY SCHOOL,26 HARDIE ROAD,SPENCER PARK,WA,6330,26 HARDIE ROAD,SPENCER PARK,WA,6330,-35.00554418,117.9018779,08 6821 3000,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,34,23,39,38,42,31,45,31,,,,,,,,,283,73,922
1414,SPIRIT OF PLAY COMMUNITY SCHOOL,"OLD PO BUILDING, INLET DRIVE",DENMARK,WA,6333,"OLD PO BUILDING, INLET DRIVE",DENMARK,WA,6333,-34.97137317,117.3650044,08 9848 2285,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,8,10,14,12,11,7,8,6,,,,,,,,,76,Not Rated,1078
5825,SPRING HILL PRIMARY SCHOOL,50 SPRING HILL STREET,TAPPING,WA,6065,50 SPRING HILL STREET,TAPPING,WA,6065,-31.7226147,115.7932625,08 6207 3800,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,99,97,114,100,114,99,67,92,,,,,,,,,782,82,1028
5557,SPRINGFIELD PRIMARY SCHOOL,31 BRIDGEWATER DRIVE,KALLAROO,WA,6025,31 BRIDGEWATER DRIVE,KALLAROO,WA,6025,-31.79256944,115.7501819,08 9407 3000,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,30,26,35,37,26,33,34,13,,,,,,,,,234,88,1074
1410,ST ANDREW'S CATHOLIC PRIMARY SCHOOL,60 VICTORSEN PARADE,CLARKSON,WA,6030,60 VICTORSEN PARADE,CLARKSON,WA,6030,-31.68720765,115.7218604,08 6206 4100,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,47,42,49,47,44,57,53,54,,,,,,,,,393,83,1035
1374,ST ANDREW'S GRAMMAR,2 HELLENIC DRIVE,DIANELLA,WA,6059,2 HELLENIC DRIVE,DIANELLA,WA,6059,-31.87118268,115.8741054,08 9376 5850,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,35,30,36,29,52,27,42,24,,45,46,35,27,21,26,,475,93,1078
1078,ST ANNE'S SCHOOL,YOUNG STREET,HARVEY,WA,6220,PO BOX 493,HARVEY,WA,6220,-33.08300334,115.8913206,08 9782 3300,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,16,19,20,19,23,27,21,19,,,,,,,,,164,84,1022
1116,ST ANTHONY'S SCHOOL,96 INNAMINCKA ROAD,GREENMOUNT,WA,6056,96 INNAMINCKA ROAD,GREENMOUNT,WA,6056,-31.89553184,116.0438926,08 9294 5500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,76,55,50,55,55,60,53,57,,,,,,,,,461,81,1027
1187,ST ANTHONY'S SCHOOL,7 SERVITE TERRACE,WANNEROO,WA,6065,7 SERVITE TERRACE,WANNEROO,WA,6065,-31.74897887,115.8037982,08 9303 7500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,71,60,56,55,57,60,63,58,,,,,,,,,480,88,1049
1165,ST AUGUSTINE'S SCHOOL,34 GLADSTONE ROAD,RIVERVALE,WA,6103,34 GLADSTONE ROAD,RIVERVALE,WA,6103,-31.9598035,115.9062413,08 9260 3200,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,30,28,26,29,25,20,25,16,,,,,,,,,199,87,1097
1004,ST BENEDICT'S SCHOOL,70 ALNESS STREET,APPLECROSS,WA,6153,70 ALNESS STREET,APPLECROSS,WA,6153,-32.018476,115.839433,08 6217 3500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,72,46,56,53,64,55,36,33,,,,,,,,,415,94,1139
1393,ST BERNADETTE'S CATHOLIC PRIMARY SCHOOL,252 GRAND OCEAN BOULEVARD,PORT KENNEDY,WA,6172,252 GRAND OCEAN BOULEVARD,PORT KENNEDY,WA,6172,-32.36083888,115.7561402,08 9593 4066,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,60,49,56,60,60,49,62,64,,,,,,,,,460,87,1040
1097,ST BERNARD'S SCHOOL,11 KATANNING ROAD,KOJONUP,WA,6395,11 KATANNING ROAD,KOJONUP,WA,6395,-33.82759512,117.1619039,08 9831 3500,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,6,7,12,10,14,11,12,8,,,,,,,,,80,71,1018
1103,ST BRIGID'S COLLEGE,200 LESMURDIE ROAD,LESMURDIE,WA,6076,200 LESMURDIE ROAD,LESMURDIE,WA,6076,-31.99663035,116.0520664,08 9290 4200,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,56,49,32,32,52,46,54,58,,81,85,87,81,89,103,,905,85,1048
1115,ST BRIGID'S PRIMARY SCHOOL,20 TOODYAY ROAD,MIDDLE SWAN,WA,6056,20 TOODYAY ROAD,MIDDLE SWAN,WA,6056,-31.87563515,116.014347,08 9250 1592,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,71,50,49,53,51,60,61,62,,,,,,,,,457,81,1028
1025,ST BRIGID'S SCHOOL,130 ROE STREET,BRIDGETOWN,WA,6255,130 ROE STREET,BRIDGETOWN,WA,6255,-33.957669,116.140604,08 9764 6100,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,36,18,20,18,21,22,23,21,,,,,,,,,179,83,1019
1047,ST BRIGID'S SCHOOL,205 PRINSEP STREET,COLLIE,WA,6225,205 PRINSEP STREET,COLLIE,WA,6225,-33.3481206,116.1582939,08 9735 9200,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,29,22,22,16,24,22,33,23,,,,,,,,,191,78,1006
1159,ST CECILIA'S CATHOLIC PRIMARY SCHOOL,35 SUTHERLAND STREET,PORT HEDLAND,WA,6721,35 SUTHERLAND STREET,PORT HEDLAND,WA,6721,-20.30972649,118.6021896,08 9174 7000,PILBARA,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,26,28,23,19,26,28,16,25,,,,,,,,,191,77,1003
1153,ST COLUMBA'S CATHOLIC PRIMARY SCHOOL,30 YORK STREET,SOUTH PERTH,WA,6151,30 YORK STREET,SOUTH PERTH,WA,6151,-31.97839416,115.8600018,08 6436 9500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,79,62,58,52,54,56,25,23,,,,,,,,,409,97,1160
1013,ST COLUMBA'S SCHOOL,32 ROBERTS STREET,BAYSWATER,WA,6053,32 ROBERTS STREET,BAYSWATER,WA,6053,-31.922883,115.910649,08 9208 2705,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,97,58,56,58,57,61,54,54,,,,,,,,,495,94,1127
1461,ST DAMIEN'S CATHOLIC PRIMARY SCHOOL,1 NYABING PASS,DAWESVILLE,WA,6211,PO BOX 5020,FALCON,WA,6210,-32.62651453,115.6313815,08 9583 2500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,96,60,56,45,53,58,56,64,,,,,,,,,488,89,1038
1087,ST DENIS SCHOOL,2 ORCHID STREET,JOONDANNA,WA,6060,2 ORCHID STREET,JOONDANNA,WA,6060,-31.90973888,115.8443814,08 9242 3422,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,49,30,31,30,31,27,22,26,,,,,,,,,246,96,1111
1086,ST DOMINIC'S SCHOOL,95 BEATRICE STREET,INNALOO,WA,6018,95 BEATRICE STREET,INNALOO,WA,6018,-31.89441457,115.7909199,08 9449 6900,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,15,17,18,21,16,20,23,17,,,,,,,,,147,98,1137
1447,ST EMILIE'S CATHOLIC PRIMARY SCHOOL,151 AMHERST ROAD,CANNING VALE,WA,6155,151 AMHERST ROAD,CANNING VALE,WA,6155,-32.08151946,115.932921,08 9256 9696,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,59,60,59,61,55,61,52,63,,,,,,,,,470,91,1089
1453,ST FRANCIS OF ASSISI CATHOLIC PRIMARY SCHOOL,1051 CONNOLLY DRIVE,BUTLER,WA,6036,1051 CONNOLLY DRIVE,BUTLER,WA,6036,-31.65368589,115.7121324,08 9562 9500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,60,58,52,59,51,56,57,55,,,,,,,,,448,Not Rated,
1257,ST FRANCIS XAVIER PRIMARY SCHOOL,5 MAITLAND STREET,GERALDTON,WA,6530,5 MAITLAND STREET,GERALDTON,WA,6530,-28.77685819,114.6147063,08 6318 7800,MIDWEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,79,57,33,59,54,54,65,57,,,,,,,,,458,83,1019
1011,ST GERARD'S PRIMARY SCHOOL,31 CHANGTON WAY,WESTMINSTER,WA,6061,31 CHANGTON WAY,WESTMINSTER,WA,6061,-31.869729,115.848544,08 6241 8500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,28,31,29,30,30,20,20,17,,,,,,,,,205,79,999
1425,ST HELENA'S CATHOLIC PRIMARY SCHOOL,55 FORTESCUE PLACE,ELLENBROOK,WA,6069,55 FORTESCUE PLACE,ELLENBROOK,WA,6069,-31.79237522,115.9760116,08 9297 7500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,74,60,55,60,60,56,51,86,,,,,,,,,502,87,1044
1122,ST HILDA'S ANGLICAN SCHOOL FOR GIRLS,BAY VIEW TERRACE,MOSMAN PARK,WA,6012,BAY VIEW TERRACE,MOSMAN PARK,WA,6012,-32.005047,115.767812,08 9285 4100,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,49,20,22,24,36,39,71,69,,104,129,132,137,130,147,,1109,100,1197
1493,ST JAMES' ANGLICAN SCHOOL,2 GRACEFUL BOULEVARD,ALKIMOS,WA,6038,2 GRACEFUL BOULEVARD,ALKIMOS,WA,6038,-31.618541,115.68637,08 6336 8330,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y11,57,54,52,57,57,64,51,60,,70,69,63,40,22,,,716,84,1068
1169,ST JEROME'S PRIMARY SCHOOL,38 TROODE STREET,LAKE COOGEE,WA,6166,38 TROODE STREET,MUNSTER,WA,6166,-32.121502,115.782659,08 9499 9500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,106,80,74,83,73,77,84,87,,,,,,,,,664,84,1046
1480,ST JOHN BOSCO COLLEGE,170 MONTICELLO PARKWAY,PIARA WATERS,WA,6112,170 MONTICELLO PARKWAY,PIARA WATERS,WA,6112,-32.14606715,115.9288773,08 9234 9600,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y07,80,60,62,57,62,63,55,40,,87,,,,,,,566,88,1058
1458,ST JOHN PAUL II CATHOLIC PRIMARY SCHOOL,6 KURRAJONG BOULEVARD,BANKSIA GROVE,WA,6031,PO BOX 454,WANNEROO,WA,6946,-31.69517618,115.8054016,08 9303 7101,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,36,36,28,41,40,31,40,40,,,,,,,,,292,81,1000
1206,ST JOHN'S SCHOOL,12 TAMAR STREET,RANGEWAY,WA,6530,12 TAMAR STREET,RANGEWAY,WA,6530,-28.78351925,114.626735,08 9920 0100,MIDWEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,26,28,25,24,24,22,25,24,,,,,,,,,198,81,934
1166,ST JOHN'S SCHOOL,21 LALOR STREET,SCARBOROUGH,WA,6019,21 LALOR STREET,SCARBOROUGH,WA,6019,-31.89350925,115.7669125,08 9203 3000,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,52,31,24,31,31,26,27,19,,,,,,,,,241,94,1130
1158,ST JOSEPH'S CATHOLIC PRIMARY SCHOOL,46 GEORGE STREET,PINJARRA,WA,6208,46 GEORGE STREET,PINJARRA,WA,6208,-32.6307843,115.8733555,08 9530 5500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,43,22,23,26,25,20,25,22,,,,,,,,,206,73,983
1002,ST JOSEPH'S COLLEGE,MARTIN ROAD,ALBANY,WA,6330,MARTIN ROAD,ALBANY,WA,6330,-34.997944,117.902192,08 9844 0222,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,55,29,46,47,43,33,53,53,,57,61,48,38,39,25,,627,84,1033
1030,ST JOSEPH'S PRIMARY SCHOOL,PARADE ROAD,BUNBURY,WA,6230,PARADE ROAD,BUNBURY,WA,6230,-33.37377642,115.6330822,08 9796 8100,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,73,45,59,55,56,46,62,61,,,,,,,,,457,Not Rated,1017
1145,ST JOSEPH'S SCHOOL,GUPPY STREET,PEMBERTON,WA,6260,GUPPY STREET,PEMBERTON,WA,6260,-34.44616935,116.0353768,08 9776 1180,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,4,5,4,2,5,6,8,9,,,,,,,,,43,Not Rated,1017
1098,ST JOSEPH'S SCHOOL,970 COOLIBAH DRIVE,KUNUNURRA,WA,6743,970 COOLIBAH DRIVE,KUNUNURRA,WA,6743,-15.76988667,128.7328237,08 9168 1079,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,25,24,27,18,17,15,12,16,,,,,,,,,154,68,820
1118,ST JOSEPH'S SCHOOL,KINTORE STREET,MOORA,WA,6510,PO BOX 213,MOORA,WA,6510,-30.64061007,116.001419,08 9690 8888,WHEATBELT,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,16,21,25,23,15,25,15,22,,,,,,,,,162,85,970
1161,ST JOSEPH'S SCHOOL,140 RAILWAY PARADE,QUEENS PARK,WA,6107,140 RAILWAY PARADE,QUEENS PARK,WA,6107,-32.00565787,115.9387308,08 9251 0500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,80,60,60,56,61,64,64,64,,,,,,,,,509,95,1081
1139,ST JOSEPH'S SCHOOL,1 LANCE STREET,NORTHAM,WA,6401,1 LANCE STREET,NORTHAM,WA,6401,-31.65767596,116.6782822,08 9621 3500,WHEATBELT,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,60,53,60,44,57,45,52,61,,63,62,56,47,41,31,,732,91,1032
1023,ST JOSEPH'S SCHOOL,BURT STREET,BOULDER,WA,6432,BURT STREET,BOULDER,WA,6432,-30.782918,121.47335,08 9093 2351,GOLDFIELDS,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,63,32,23,19,23,19,23,28,,,,,,,,,230,72,978
1200,ST JOSEPH'S SCHOOL,ST PETER'S WAY,WYNDHAM,WA,6740,ST PETER'S WAY,WYNDHAM,WA,6740,-15.48554463,128.1247657,08 9161 1021,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,13,8,7,7,11,9,4,9,,,,,,,,,68,68,746
1168,ST JOSEPH'S SCHOOL,51 ALTAIR STREET,SOUTHERN CROSS,WA,6426,51 ALTAIR STREET,SOUTHERN CROSS,WA,6426,-31.22952336,119.3250078,08 9049 2100,WHEATBELT,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,9,5,3,5,3,4,5,1,,,,,,,,,35,Not Rated,992
1188,ST JOSEPH'S SCHOOL,MILLAR STREET,WAROONA,WA,6215,MILLAR STREET,WAROONA,WA,6215,-32.84466984,115.922516,08 9782 6500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,21,15,24,21,13,19,27,18,,,,,,,,,158,84,1001
1263,ST JUDE'S CATHOLIC SCHOOL,17 BARNSTON WAY,LANGFORD,WA,6147,17 BARNSTON WAY,LANGFORD,WA,6147,-32.04434722,115.9351485,08 6350 2500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,39,23,30,27,26,23,29,30,,,,,,,,,227,86,1035
1177,ST KIERAN CATHOLIC PRIMARY SCHOOL,116 TYLER STREET,TUART HILL,WA,6060,116 TYLER STREET,TUART HILL,WA,6060,-31.90272667,115.8315419,08 6383 2600,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,78,61,51,58,59,59,51,62,,,,,,,,,479,83,1053
1010,ST LAWRENCE PRIMARY SCHOOL,386 ALBERT STREET,BALCATTA,WA,6021,386 ALBERT STREET,BALCATTA,WA,6021,-31.879112,115.827758,08 9344 4944,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,46,30,30,31,30,29,30,29,,,,,,,,,255,88,1052
1022,ST LAWRENCE'S PRIMARY SCHOOL,350 CHAPMAN ROAD,GERALDTON,WA,6530,350 CHAPMAN ROAD,GERALDTON,WA,6530,-28.744657,114.622509,08 9968 2000,MIDWEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,105,60,66,62,80,69,72,67,,,,,,,,,581,87,1019
1355,ST LUKE'S CATHOLIC PRIMARY SCHOOL,17 DUFFY TERRACE,WOODVALE,WA,6026,17 DUFFY TERRACE,WOODVALE,WA,6026,-31.80201996,115.8054599,08 9306 6600,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,92,59,53,59,60,54,56,57,,,,,,,,,490,95,1095
1163,ST MARIA GORETTI'S CATHOLIC SCHOOL,64 MORRISON STREET,REDCLIFFE,WA,6104,64 MORRISON STREET,REDCLIFFE,WA,6104,-31.93908153,115.943776,08 6279 2000,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,60,60,49,40,45,35,37,38,,,,,,,,,364,87,1057
1325,ST MARK'S ANGLICAN COMMUNITY SCHOOL,ST MARKS DRIVE,HILLARYS,WA,6025,PO BOX 231,HILLARYS,WA,6923,-31.79848743,115.7428728,08 9403 1300,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,50,51,59,87,87,116,117,181,,179,179,137,157,166,156,,1722,95,1119
1394,ST MARY MACKILLOP COLLEGE,MACKILLOP AVENUE,BUSSELTON,WA,6280,MACKILLOP AVENUE,BUSSELTON,WA,6280,-33.66260748,115.3302509,08 9752 7400,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,96,60,60,68,71,71,96,95,,174,178,150,137,105,97,,1458,85,1045
1038,ST MARY STAR OF THE SEA CATHOLIC SCHOOL,JOHNSTON STREET,CARNARVON,WA,6701,JOHNSTON STREET,CARNARVON,WA,6701,-24.88555971,113.6586924,08 9941 1328,MIDWEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,37,26,29,20,22,30,29,26,,32,31,17,13,8,3,,323,85,996
1157,ST MARY'S ANGLICAN GIRLS' SCHOOL,75 ELLIOTT ROAD,KARRINYUP,WA,6018,75 ELLIOTT ROAD,KARRINYUP,WA,6018,-31.87697112,115.766244,08 9341 9111,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,18,34,26,43,47,52,76,83,,181,184,192,191,171,154,,1452,99,1158
1387,ST MARY'S CATHOLIC PRIMARY SCHOOL,18 MARY STREET,BUNBURY,WA,6230,18 MARY STREET,BUNBURY,WA,6230,-33.34321035,115.6449424,08 9726 7500,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,54,30,30,30,30,29,29,25,,,,,,,,,257,96,1071
1024,ST MARY'S CATHOLIC SCHOOL,KNAPP STREET,BOYUP BROOK,WA,6244,KNAPP STREET,BOYUP BROOK,WA,6244,-33.83782677,116.3858836,08 9765 1333,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,16,3,4,7,7,16,14,6,,,,,,,,,73,84,990
1227,ST MARY'S COLLEGE,3 PORT DRIVE,BROOME,WA,6725,3 PORT DRIVE,BROOME,WA,6725,-17.96107323,122.222487,08 9194 9500,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,73,53,59,62,57,49,58,64,,82,65,55,40,42,23,,782,69,889
1088,ST MARY'S PRIMARY SCHOOL,DUGAN STREET,KALGOORLIE,WA,6433,DUGAN STREET,KALGOORLIE,WA,6433,-30.74327964,121.4718278,08 9092 0900,GOLDFIELDS,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,58,60,57,54,53,48,46,46,,,,,,,,,422,88,1037
1141,ST MARY'S SCHOOL,26 MARY STREET,NORTHAMPTON,WA,6535,26 MARY STREET,NORTHAMPTON,WA,6535,-28.35047262,114.6295977,08 9934 1112,MIDWEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,9,5,10,5,13,10,5,4,,,,,,,,,61,74,959
